"","Lácteos y derivados ","Carnes (res, cerdo, pollo, pescado) ","Cereales (arroz, pasta, avena, quinoa) ","Productos cárnicos (chorizos, salchichas, jamón, morcilla, etc). ","Aceites y grasas (aceite de canola, aceite de oliva, aceite de ajonjolí, aceite de aguacate, aguacate, aceitunas) ","Leguminosas (frijol, garbanzo, lenteja, etc) ","Raíces, tubérculos y plátanos (Arracacha, batata, ñame, yuca, papa) ","Frutas (Banano, borojo, chontaduro, manzana, mango)","Verduras","Comidas rápidas(perro, pizza, hamburguesa,etc) ","Snacks o productos de paquete ","Dulces, postres y golosinas","Gaseosas"
"203","Quincenal","Quincenal","Diario","Quincenal","Semanal","Semanal","Semanal","Semanal","Quincenal","Quincenal","Quincenal","Quincenal","Quincenal"
"204","Diario","Semanal","Semanal","Semanal","Diario","Diario","Diario","No consume","No consume","No consume","Diario","Diario","Semanal"
"205","Diario","Diario","Diario","Semanal","Mensual","Semanal","Diario","Semanal","Diario","Semanal","No consume","Semanal","Semanal"
"206","Diario","Diario","Diario","Diario","No consume","Quincenal","Quincenal","Diario","Diario","Semanal","Semanal","Semanal","Semanal"
"207","Quincenal","Quincenal","Semanal","Quincenal","No consume","Quincenal","Semanal","Quincenal","Semanal","Mensual","No consume","Mensual","No consume"
"208","Semanal","Diario","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Quincenal","Quincenal","Diario","Quincenal"
"209","Diario","Diario","Diario","Semanal","Quincenal","Diario","Diario","Diario","Diario","Mensual","Semanal","Semanal","Mensual"
"210","Semanal","Semanal","Diario","Semanal","Quincenal","Semanal","Diario","Semanal","Diario","Quincenal","Mensual","Semanal","No consume"
"211","Diario","Diario","Semanal","Semanal","No consume","Semanal","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario"
"212","Semanal","Semanal","Diario","No consume","Semanal","Semanal","Semanal","Mensual","Diario","Mensual","Mensual","Quincenal","Mensual"
"213","Semanal","Diario","Diario","Diario","Semanal","Semanal","Semanal","Quincenal","Semanal","Quincenal","No consume","Semanal","Mensual"
"214","Diario","Semanal","Semanal","Semanal","Quincenal","Semanal","Diario","Semanal","Quincenal","Mensual","Diario","Semanal","Semanal"
"215","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Diario","Semanal","Semanal","Semanal","Semanal"
"216","Diario","Semanal","Diario","Semanal","Diario","Semanal","No consume","Diario","Diario","Semanal","Semanal","Semanal","No consume"
"217","Semanal","Semanal","Semanal","Diario","Diario","Semanal","Semanal","Quincenal","Diario","Mensual","Mensual","Mensual","Mensual"
"218","Diario","Diario","Diario","Semanal","Quincenal","Semanal","Semanal","Diario","Diario","Semanal","No consume","Semanal","Semanal"
"219","Diario","Diario","Semanal","Semanal","No consume","Semanal","No consume","No consume","No consume","Semanal","Diario","Semanal","Semanal"
"220","Semanal","Diario","Diario","Mensual","Diario","Semanal","Diario","Semanal","Diario","Mensual","Semanal","Semanal","Quincenal"
"221","Diario","Semanal","Diario","Semanal","Diario","Semanal","Semanal","Diario","Semanal","Quincenal","Quincenal","Quincenal","No consume"
"222","Semanal","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Diario","Mensual","Quincenal","Quincenal","No consume"
"223","Diario","Diario","Diario","Semanal","Diario","Quincenal","Diario","Quincenal","Diario","Mensual","Semanal","Diario","Mensual"
"224","Diario","Semanal","Diario","Semanal","Quincenal","Semanal","Quincenal","Semanal","Diario","Mensual","Diario","Diario","Semanal"
"225","Semanal","Semanal","Diario","Semanal","Diario","Semanal","Semanal","Diario","Semanal","Quincenal","Semanal","Semanal","Semanal"
"226","Semanal","Semanal","Diario","Semanal","Mensual","Quincenal","Diario","Semanal","Semanal","Mensual","Mensual","Mensual","Mensual"
"227","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Quincenal","Semanal","Quincenal","Diario"
"228","Diario","Diario","Diario","Mensual","Quincenal","Quincenal","Semanal","Semanal","Diario","No consume","No consume","Mensual","Mensual"
"229","Semanal","Semanal","Diario","Quincenal","Semanal","Quincenal","Semanal","Semanal","Semanal","Quincenal","Semanal","Semanal","Quincenal"
"230","Semanal","Quincenal","Diario","Quincenal","Semanal","Semanal","Semanal","Semanal","Diario","Mensual","Mensual","Quincenal","No consume"
"231","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Diario","Diario","Semanal","Diario","Diario","Diario"
"232","Semanal","Diario","Diario","Diario","Diario","Semanal","Diario","Quincenal","Semanal","No consume","No consume","No consume","No consume"
"233","Semanal","Mensual","Diario","Mensual","No consume","Diario","Quincenal","Mensual","Quincenal","Mensual","Mensual","Quincenal","Mensual"
"234","Diario","Diario","Diario","Mensual","Diario","Semanal","Diario","Diario","Diario","No consume","No consume","Mensual","No consume"
"235","Semanal","Diario","Diario","Semanal","Diario","Quincenal","Semanal","Diario","Diario","Mensual","Quincenal","Mensual","Mensual"
"236","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Semanal","Diario","Quincenal","Semanal","Diario","Quincenal"
"237","Semanal","Diario","Diario","Diario","Diario","Semanal","Semanal","Diario","Semanal","Quincenal","Mensual","Quincenal","Semanal"
"238","Semanal","Semanal","Diario","No consume","Semanal","Diario","Diario","Semanal","Diario","Quincenal","Quincenal","Semanal","Mensual"
"239","Semanal","Diario","Diario","Quincenal","Semanal","Semanal","Diario","Semanal","Diario","Quincenal","Quincenal","Semanal","Quincenal"
"240","Diario","Diario","Diario","Mensual","No consume","Quincenal","Diario","Diario","Semanal","Mensual","Mensual","Semanal","No consume"
"241","Semanal","Semanal","Diario","Semanal","Diario","Semanal","Semanal","Quincenal","Quincenal","Mensual","Mensual","Mensual","Mensual"
"242","Semanal","Semanal","Diario","Diario","Diario","Semanal","Mensual","Quincenal","Semanal","Mensual","No consume","Diario","Diario"
"243","Diario","Diario","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Diario","Semanal"
"244","Mensual","Semanal","Diario","Semanal","Quincenal","Diario","Semanal","Diario","Diario","Semanal","Quincenal","Semanal","Quincenal"
